country_name,country_iso3,year,indicator_name,indicator_code,value,indicator_category
Sri Lanka,LKA,1986,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,0.0,Mining
Sri Lanka,LKA,1985,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,3964.74883431229,Mining
Sri Lanka,LKA,1984,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,0.0,Mining
Sri Lanka,LKA,1983,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,12477.4297039171,Mining
Sri Lanka,LKA,1982,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,18895.5564774318,Mining
Sri Lanka,LKA,1981,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,29849.3849224993,Mining
Sri Lanka,LKA,1980,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,19648.6117690399,Mining
Sri Lanka,LKA,1979,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,0.0,Mining
Sri Lanka,LKA,1978,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,0.0,Mining
Sri Lanka,LKA,1977,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,0.0,Mining
Sri Lanka,LKA,1976,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,0.0,Mining
Sri Lanka,LKA,1975,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,0.0,Mining
Sri Lanka,LKA,1974,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,0.0,Mining
Sri Lanka,LKA,1973,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,0.0,Mining
Sri Lanka,LKA,1972,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,0.0,Mining
Sri Lanka,LKA,1971,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,0.0,Mining
Sri Lanka,LKA,1970,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,0.0,Mining
Sri Lanka,LKA,2021,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0,Mining
Sri Lanka,LKA,2020,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0,Mining
Sri Lanka,LKA,2019,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0,Mining
Sri Lanka,LKA,2018,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,6.90032997160833e-05,Mining
Sri Lanka,LKA,2017,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0004707167193719,Mining
Sri Lanka,LKA,2016,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0006490107155546,Mining
Sri Lanka,LKA,2015,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0010295816539538751,Mining
Sri Lanka,LKA,2014,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0010295816539538751,Mining
Sri Lanka,LKA,2013,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0010295816539538751,Mining
Sri Lanka,LKA,2012,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0010295816539538751,Mining
Sri Lanka,LKA,2011,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0010295816539538751,Mining
Sri Lanka,LKA,2010,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0010295816539538751,Mining
Sri Lanka,LKA,2009,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0010295816539538751,Mining
Sri Lanka,LKA,2008,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0010295816539538751,Mining
Sri Lanka,LKA,2007,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0005860911472858,Mining
Sri Lanka,LKA,2006,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0002821314511055,Mining
Sri Lanka,LKA,2005,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0,Mining
Sri Lanka,LKA,2004,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0,Mining
Sri Lanka,LKA,2003,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0,Mining
Sri Lanka,LKA,2002,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0,Mining
Sri Lanka,LKA,2001,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0,Mining
Sri Lanka,LKA,2000,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0,Mining
Sri Lanka,LKA,1999,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0,Mining
Sri Lanka,LKA,1998,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0,Mining
Sri Lanka,LKA,1997,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0,Mining
Sri Lanka,LKA,1996,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0,Mining
Sri Lanka,LKA,1995,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0,Mining
Sri Lanka,LKA,1994,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0,Mining
Sri Lanka,LKA,1993,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0,Mining
Sri Lanka,LKA,1992,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0,Mining
Sri Lanka,LKA,1991,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0,Mining
Sri Lanka,LKA,1990,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0,Mining
Sri Lanka,LKA,1989,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0,Mining
Sri Lanka,LKA,1988,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0,Mining
Sri Lanka,LKA,1987,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0,Mining
Sri Lanka,LKA,1986,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0,Mining
Sri Lanka,LKA,1985,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,6.6596520798497e-05,Mining
Sri Lanka,LKA,1984,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0,Mining
Sri Lanka,LKA,1983,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0002426817223924,Mining
Sri Lanka,LKA,1982,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0003922046423181,Mining
Sri Lanka,LKA,1981,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0006796790392218,Mining
Sri Lanka,LKA,1980,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0004831050907961,Mining
Sri Lanka,LKA,1979,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0,Mining
Sri Lanka,LKA,1978,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0,Mining
Sri Lanka,LKA,1977,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0,Mining
Sri Lanka,LKA,1976,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0,Mining
Sri Lanka,LKA,1975,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0,Mining
Sri Lanka,LKA,1974,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0,Mining
Sri Lanka,LKA,1973,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0,Mining
Sri Lanka,LKA,1972,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0,Mining
Sri Lanka,LKA,1971,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0,Mining
Sri Lanka,LKA,1970,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0,Mining
Sri Lanka,LKA,2021,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0,Resource Rents
Sri Lanka,LKA,2020,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0,Resource Rents
Sri Lanka,LKA,2019,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0,Resource Rents
Sri Lanka,LKA,2018,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0,Resource Rents
Sri Lanka,LKA,2017,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0,Resource Rents
Sri Lanka,LKA,2016,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0,Resource Rents
Sri Lanka,LKA,2015,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0,Resource Rents
Sri Lanka,LKA,2014,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0,Resource Rents
Sri Lanka,LKA,2013,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0,Resource Rents
Sri Lanka,LKA,2012,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0,Resource Rents
Sri Lanka,LKA,2011,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0,Resource Rents
Sri Lanka,LKA,2010,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0,Resource Rents
Sri Lanka,LKA,2009,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0,Resource Rents
Sri Lanka,LKA,2008,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0,Resource Rents
Sri Lanka,LKA,2007,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0,Resource Rents
Sri Lanka,LKA,2006,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0,Resource Rents
Sri Lanka,LKA,2005,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0,Resource Rents
Sri Lanka,LKA,2004,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0,Resource Rents
Sri Lanka,LKA,2003,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0,Resource Rents
Sri Lanka,LKA,2002,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0,Resource Rents
Sri Lanka,LKA,2001,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0,Resource Rents
Sri Lanka,LKA,2000,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0,Resource Rents
Sri Lanka,LKA,1999,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0,Resource Rents
Sri Lanka,LKA,1998,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0,Resource Rents
Sri Lanka,LKA,1997,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0,Resource Rents
Sri Lanka,LKA,1996,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0,Resource Rents
Sri Lanka,LKA,1995,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0,Resource Rents
Sri Lanka,LKA,1994,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0,Resource Rents
Sri Lanka,LKA,1993,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0,Resource Rents
Sri Lanka,LKA,1992,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0,Resource Rents
Sri Lanka,LKA,1991,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0,Resource Rents
Sri Lanka,LKA,1990,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0,Resource Rents
Sri Lanka,LKA,1989,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0,Resource Rents
Sri Lanka,LKA,1988,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0,Resource Rents
Sri Lanka,LKA,1987,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0,Resource Rents
Sri Lanka,LKA,1986,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0,Resource Rents
Sri Lanka,LKA,1985,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0,Resource Rents
Sri Lanka,LKA,1984,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0,Resource Rents
Sri Lanka,LKA,1983,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0,Resource Rents
Sri Lanka,LKA,1982,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0,Resource Rents
Sri Lanka,LKA,1981,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0,Resource Rents
Sri Lanka,LKA,1980,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0,Resource Rents
Sri Lanka,LKA,1979,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0,Resource Rents
Sri Lanka,LKA,1978,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0,Resource Rents
Sri Lanka,LKA,1977,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0,Resource Rents
Sri Lanka,LKA,1976,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0,Resource Rents
Sri Lanka,LKA,1975,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0,Resource Rents
Sri Lanka,LKA,1974,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0,Resource Rents
Sri Lanka,LKA,1973,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0,Resource Rents
Sri Lanka,LKA,1972,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0,Resource Rents
Sri Lanka,LKA,1971,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0,Resource Rents
Sri Lanka,LKA,2021,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0,Resource Rents
Sri Lanka,LKA,2020,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0,Resource Rents
Sri Lanka,LKA,2019,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0,Resource Rents
Sri Lanka,LKA,2018,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0,Resource Rents
Sri Lanka,LKA,2017,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0,Resource Rents
Sri Lanka,LKA,2016,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0,Resource Rents
Sri Lanka,LKA,2015,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0,Resource Rents
Sri Lanka,LKA,2014,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0,Resource Rents
Sri Lanka,LKA,2013,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0,Resource Rents
Sri Lanka,LKA,2012,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0,Resource Rents
Sri Lanka,LKA,2011,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0,Resource Rents
Sri Lanka,LKA,2010,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0,Resource Rents
Sri Lanka,LKA,2009,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0,Resource Rents
Sri Lanka,LKA,2008,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0,Resource Rents
Sri Lanka,LKA,2007,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0,Resource Rents
Sri Lanka,LKA,2006,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0,Resource Rents
Sri Lanka,LKA,2005,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0,Resource Rents
Sri Lanka,LKA,2004,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0,Resource Rents
Sri Lanka,LKA,2003,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0,Resource Rents
Sri Lanka,LKA,2002,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0,Resource Rents
Sri Lanka,LKA,2001,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0,Resource Rents
Sri Lanka,LKA,2000,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0,Resource Rents
Sri Lanka,LKA,1999,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0,Resource Rents
Sri Lanka,LKA,1998,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0,Resource Rents
Sri Lanka,LKA,1997,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0,Resource Rents
Sri Lanka,LKA,1996,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0,Resource Rents
Sri Lanka,LKA,1995,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0,Resource Rents
Sri Lanka,LKA,1994,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0,Resource Rents
Sri Lanka,LKA,1993,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0,Resource Rents
Sri Lanka,LKA,1992,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0,Resource Rents
Sri Lanka,LKA,1991,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0,Resource Rents
Sri Lanka,LKA,1990,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0,Resource Rents
Sri Lanka,LKA,1989,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0,Resource Rents
Sri Lanka,LKA,1988,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0,Resource Rents
Sri Lanka,LKA,1987,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0,Resource Rents
Sri Lanka,LKA,1986,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0,Resource Rents
Sri Lanka,LKA,1985,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0,Resource Rents
Sri Lanka,LKA,1984,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0,Resource Rents
Sri Lanka,LKA,1983,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0,Resource Rents
Sri Lanka,LKA,1982,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0,Resource Rents
Sri Lanka,LKA,1981,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0,Resource Rents
Sri Lanka,LKA,1980,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0,Resource Rents
Sri Lanka,LKA,1979,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0,Resource Rents
Sri Lanka,LKA,1978,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0,Resource Rents
Sri Lanka,LKA,1977,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0,Resource Rents
Sri Lanka,LKA,1976,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0,Resource Rents
Sri Lanka,LKA,1975,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0,Resource Rents
Sri Lanka,LKA,1974,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0,Resource Rents
Sri Lanka,LKA,1973,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0,Resource Rents
Sri Lanka,LKA,1972,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0,Resource Rents
Sri Lanka,LKA,1971,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0,Resource Rents
Sri Lanka,LKA,2021,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,0.0557572590048974,Resource Rents
Sri Lanka,LKA,2020,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,0.0575737146408968,Resource Rents
Sri Lanka,LKA,2019,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,0.0492433506109834,Resource Rents
Sri Lanka,LKA,2018,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,0.0431648922725333,Resource Rents
Sri Lanka,LKA,2017,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,0.0604939127931534,Resource Rents
Sri Lanka,LKA,2016,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,0.0825046295769811,Resource Rents
Sri Lanka,LKA,2015,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,0.0794620958912732,Resource Rents
Sri Lanka,LKA,2014,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,0.0729844910801235,Resource Rents
Sri Lanka,LKA,2013,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,0.0768941083396204,Resource Rents
Sri Lanka,LKA,2012,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,0.093921252280869,Resource Rents
Sri Lanka,LKA,2011,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,0.113286284326599,Resource Rents
Sri Lanka,LKA,2010,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,0.129407954914108,Resource Rents
Sri Lanka,LKA,2009,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,0.10810164342533,Resource Rents
Sri Lanka,LKA,2008,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,0.119248841893984,Resource Rents
Sri Lanka,LKA,2007,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,0.15346801984115,Resource Rents
Sri Lanka,LKA,2006,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,0.132781295314058,Resource Rents
Sri Lanka,LKA,2005,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,0.103075939815685,Resource Rents
Sri Lanka,LKA,2004,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,0.118886459503187,Resource Rents
Sri Lanka,LKA,2003,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,0.154092077410699,Resource Rents
Sri Lanka,LKA,2002,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,0.156161254288019,Resource Rents
Sri Lanka,LKA,2001,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,0.146444927836579,Resource Rents
Sri Lanka,LKA,2000,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,0.138427521077499,Resource Rents
Sri Lanka,LKA,1999,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,0.15447977826007,Resource Rents
Sri Lanka,LKA,1998,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,0.135270179354737,Resource Rents
Sri Lanka,LKA,1997,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,0.152156183602719,Resource Rents
Sri Lanka,LKA,1996,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,0.290259566597087,Resource Rents
Sri Lanka,LKA,1995,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,0.317325130197172,Resource Rents
Sri Lanka,LKA,1994,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,0.278789178720021,Resource Rents
Sri Lanka,LKA,1993,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,0.351919850072198,Resource Rents
Sri Lanka,LKA,1992,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,0.402081728073849,Resource Rents
Sri Lanka,LKA,1991,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,0.432070242880357,Resource Rents
Sri Lanka,LKA,1990,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,0.331612897654707,Resource Rents
Sri Lanka,LKA,1989,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,0.319368394996708,Resource Rents
